"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp_var_rate","cons_price_idx","cons_conf_idx","euribor3m","nr_employed","subscribed"
47,"self-employed","married","basic.9y","no","yes","no","telephone","apr","tue",226,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"no"
42,"self-employed","married","university.degree","no","no","no","cellular","apr","tue",133,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes"
26,"unemployed","single","university.degree","no","yes","no","cellular","apr","tue",62,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"no"
44,"blue-collar","married","basic.6y","no","no","no","cellular","apr","tue",314,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"no"
57,"technician","married","professional.course","no","yes","no","cellular","apr","tue",232,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"no"
47,"blue-collar","married","professional.course","no","yes","no","cellular","apr","tue",225,4,999,1,"failure",-1.8,93.075,-47.1,1.423,5099.1,"no"
44,"technician","married","professional.course","no","yes","no","cellular","apr","wed",56,1,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1,"no"
40,"blue-collar","divorced","unknown","unknown","no","no","cellular","apr","wed",149,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
32,"unemployed","single","university.degree","no","yes","no","cellular","apr","wed",187,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
37,"admin.","married","university.degree","no","yes","no","cellular","apr","wed",135,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes"
33,"admin.","married","university.degree","no","no","no","cellular","apr","wed",441,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes"
57,"technician","married","high.school","no","yes","no","cellular","apr","wed",82,1,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1,"no"
58,"retired","divorced","university.degree","no","yes","no","cellular","apr","wed",129,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes"
25,"student","single","high.school","no","no","no","telephone","apr","wed",405,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes"
30,"admin.","married","university.degree","no","no","no","cellular","apr","wed",520,3,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1,"no"
30,"management","single","university.degree","no","no","no","cellular","apr","wed",244,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
43,"blue-collar","married","basic.6y","no","no","no","cellular","apr","wed",623,2,999,2,"failure",-1.8,93.075,-47.1,1.415,5099.1,"no"
55,"admin.","married","high.school","no","yes","no","cellular","apr","wed",140,3,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1,"no"
26,"blue-collar","married","basic.9y","no","yes","yes","cellular","apr","thu",251,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes"
38,"blue-collar","married","basic.4y","unknown","yes","no","cellular","apr","thu",258,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
52,"services","divorced","high.school","no","no","no","cellular","apr","thu",198,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
27,"services","single","university.degree","no","yes","no","cellular","apr","thu",201,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
35,"admin.","married","university.degree","no","no","no","cellular","apr","thu",250,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
40,"blue-collar","married","basic.9y","unknown","yes","no","cellular","apr","thu",324,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
27,"blue-collar","single","basic.4y","no","yes","no","cellular","apr","thu",240,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
36,"blue-collar","married","basic.4y","unknown","yes","no","cellular","apr","thu",403,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
29,"admin.","single","high.school","no","yes","no","cellular","apr","thu",275,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
32,"admin.","single","university.degree","no","no","no","cellular","apr","thu",670,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
47,"admin.","single","high.school","no","no","no","cellular","apr","thu",1025,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes"
43,"management","married","unknown","unknown","no","no","cellular","apr","thu",75,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
69,"retired","married","unknown","no","no","no","cellular","apr","thu",117,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
70,"retired","married","unknown","no","yes","no","cellular","apr","thu",346,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes"
32,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",83,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
38,"admin.","married","high.school","no","yes","no","cellular","apr","thu",118,2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
33,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",308,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
32,"technician","married","university.degree","no","no","no","telephone","apr","thu",130,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
53,"management","married","high.school","no","yes","no","cellular","apr","thu",280,2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
44,"admin.","single","high.school","no","yes","no","cellular","apr","thu",804,2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
30,"blue-collar","married","basic.9y","no","yes","no","telephone","apr","thu",426,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes"
40,"services","married","high.school","no","no","no","cellular","apr","thu",161,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes"
31,"student","single","unknown","unknown","yes","no","cellular","apr","thu",1156,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"yes"
51,"blue-collar","married","basic.9y","unknown","yes","no","cellular","apr","fri",81,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
37,"blue-collar","single","professional.course","no","no","no","cellular","apr","fri",360,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
29,"admin.","married","university.degree","no","yes","no","cellular","apr","fri",430,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
57,"blue-collar","married","basic.9y","no","no","no","cellular","apr","fri",515,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
54,"retired","married","basic.4y","no","yes","no","cellular","apr","fri",420,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
28,"student","married","university.degree","unknown","yes","no","cellular","apr","fri",346,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"management","married","university.degree","no","yes","no","cellular","apr","fri",416,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
43,"blue-collar","married","basic.6y","no","no","yes","cellular","apr","fri",150,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
32,"management","single","university.degree","no","yes","no","cellular","apr","fri",709,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
39,"management","married","university.degree","no","yes","no","cellular","apr","fri",126,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
42,"admin.","married","high.school","no","yes","no","cellular","apr","fri",88,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
42,"management","married","university.degree","unknown","no","no","cellular","apr","fri",981,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
45,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",106,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
39,"admin.","married","university.degree","no","yes","no","cellular","apr","fri",73,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
43,"blue-collar","married","high.school","no","no","no","cellular","apr","fri",997,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"yes"
47,"management","married","high.school","no","unknown","unknown","cellular","apr","fri",234,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
47,"management","married","high.school","no","no","yes","cellular","apr","fri",245,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"technician","married","university.degree","no","no","no","cellular","apr","fri",146,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
43,"blue-collar","married","high.school","unknown","unknown","unknown","cellular","apr","fri",239,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"services","single","high.school","no","no","no","cellular","apr","fri",707,1,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
43,"admin.","divorced","university.degree","no","yes","no","cellular","apr","fri",882,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
36,"admin.","divorced","high.school","no","yes","no","cellular","apr","fri",117,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
35,"admin.","single","university.degree","no","yes","no","cellular","apr","fri",1007,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
41,"services","married","high.school","no","no","no","cellular","apr","fri",464,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
39,"management","married","university.degree","no","no","yes","cellular","apr","fri",82,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
40,"entrepreneur","married","basic.9y","no","no","no","cellular","apr","fri",75,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
33,"blue-collar","married","basic.4y","no","no","no","cellular","apr","fri",95,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
53,"blue-collar","married","basic.9y","no","no","yes","telephone","apr","fri",26,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
32,"blue-collar","married","basic.9y","no","no","no","cellular","apr","fri",342,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
44,"admin.","married","university.degree","no","yes","yes","cellular","apr","fri",274,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
31,"unemployed","single","basic.9y","no","yes","no","cellular","apr","fri",55,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
33,"blue-collar","single","basic.9y","no","no","no","cellular","apr","fri",419,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
31,"admin.","single","high.school","no","no","no","cellular","apr","fri",294,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
43,"blue-collar","married","basic.6y","unknown","yes","no","cellular","apr","fri",19,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
45,"blue-collar","married","basic.9y","no","unknown","unknown","cellular","apr","fri",182,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
36,"admin.","single","high.school","no","yes","no","cellular","apr","fri",508,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
33,"management","married","basic.9y","no","no","no","cellular","apr","fri",727,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
39,"admin.","single","high.school","no","no","no","cellular","apr","fri",297,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
51,"housemaid","divorced","high.school","unknown","no","no","cellular","apr","fri",145,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"housemaid","divorced","university.degree","no","unknown","unknown","cellular","apr","fri",182,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
41,"admin.","divorced","high.school","no","yes","no","cellular","apr","fri",114,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"technician","married","university.degree","no","no","no","cellular","apr","fri",772,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
44,"admin.","single","university.degree","no","yes","no","cellular","apr","fri",395,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
31,"admin.","married","high.school","no","no","no","cellular","apr","fri",246,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
28,"services","married","high.school","no","no","no","cellular","apr","fri",134,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
60,"admin.","married","university.degree","no","no","no","cellular","apr","fri",246,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
39,"blue-collar","married","basic.4y","no","yes","no","cellular","apr","fri",156,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
49,"admin.","single","basic.6y","no","yes","yes","cellular","apr","fri",441,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
31,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","fri",308,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
45,"blue-collar","married","unknown","no","yes","no","cellular","apr","fri",666,3,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
37,"technician","divorced","high.school","no","no","yes","telephone","apr","fri",318,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
29,"entrepreneur","single","university.degree","no","yes","no","cellular","apr","fri",738,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
43,"blue-collar","married","basic.6y","unknown","no","no","cellular","apr","fri",335,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
46,"management","married","university.degree","unknown","no","no","cellular","apr","fri",183,3,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
45,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",119,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"technician","married","professional.course","no","yes","no","cellular","apr","fri",171,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
45,"housemaid","married","basic.4y","no","yes","no","cellular","apr","mon",158,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
19,"student","single","unknown","no","yes","yes","cellular","apr","mon",206,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
45,"services","married","high.school","unknown","yes","no","cellular","apr","mon",184,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
43,"services","married","high.school","no","no","no","cellular","apr","mon",390,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
32,"services","married","high.school","no","yes","no","cellular","apr","mon",14,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
42,"admin.","divorced","high.school","no","no","no","cellular","apr","mon",220,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
52,"retired","married","high.school","no","yes","no","cellular","apr","mon",525,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
40,"blue-collar","married","basic.6y","no","yes","no","cellular","apr","mon",374,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
38,"technician","married","professional.course","no","yes","no","cellular","apr","mon",136,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
59,"self-employed","married","professional.course","no","yes","no","cellular","apr","mon",860,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
46,"entrepreneur","single","university.degree","no","no","no","cellular","apr","mon",89,3,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
44,"blue-collar","married","basic.6y","no","yes","yes","cellular","apr","mon",7,6,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
56,"retired","divorced","university.degree","no","yes","no","cellular","apr","mon",199,5,9,1,"success",-1.8,93.075,-47.1,1.405,5099.1,"no"
35,"technician","single","university.degree","unknown","no","no","cellular","apr","mon",712,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
36,"services","single","high.school","no","yes","no","cellular","apr","mon",142,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
36,"admin.","married","high.school","no","no","no","cellular","apr","mon",658,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
36,"technician","married","high.school","no","no","no","cellular","apr","mon",517,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
36,"management","married","university.degree","no","yes","yes","cellular","apr","mon",163,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
42,"services","married","high.school","no","yes","no","cellular","apr","mon",200,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
40,"technician","single","professional.course","no","yes","no","cellular","apr","mon",250,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
40,"retired","single","high.school","no","yes","no","cellular","apr","mon",166,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"technician","married","basic.9y","no","no","no","cellular","apr","mon",617,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
31,"services","divorced","high.school","no","no","no","cellular","apr","mon",330,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
57,"services","married","high.school","unknown","yes","no","cellular","apr","mon",157,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
43,"management","married","university.degree","no","yes","no","cellular","apr","mon",818,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
55,"services","married","high.school","no","yes","yes","cellular","apr","mon",691,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
34,"technician","married","basic.9y","no","yes","no","cellular","apr","mon",904,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
29,"management","single","university.degree","no","no","no","cellular","apr","mon",190,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"entrepreneur","single","university.degree","no","no","no","cellular","apr","mon",151,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
22,"services","single","high.school","no","yes","no","cellular","apr","mon",224,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
30,"blue-collar","married","basic.4y","no","yes","no","cellular","apr","mon",42,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
33,"technician","divorced","professional.course","no","yes","no","cellular","apr","mon",153,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
50,"admin.","divorced","basic.9y","no","yes","yes","cellular","apr","mon",137,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
42,"services","married","university.degree","no","yes","no","cellular","apr","mon",155,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
45,"blue-collar","married","basic.9y","unknown","yes","no","cellular","apr","mon",282,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"admin.","married","basic.9y","no","yes","no","cellular","apr","mon",401,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
31,"services","married","basic.9y","no","no","no","cellular","apr","mon",643,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
39,"management","married","university.degree","no","no","yes","cellular","apr","mon",76,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
39,"admin.","single","high.school","no","no","no","cellular","apr","mon",121,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
45,"blue-collar","married","basic.6y","no","yes","no","cellular","apr","mon",132,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
42,"services","married","university.degree","no","no","no","cellular","apr","mon",890,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
31,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",10,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
41,"admin.","married","professional.course","no","no","no","cellular","apr","mon",9,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
30,"blue-collar","single","basic.9y","unknown","yes","no","cellular","apr","mon",145,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
50,"admin.","married","high.school","no","yes","no","cellular","apr","mon",562,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
41,"blue-collar","married","professional.course","no","no","no","cellular","apr","mon",233,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
60,"retired","married","basic.6y","no","yes","no","cellular","apr","mon",579,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
31,"technician","single","university.degree","no","no","yes","cellular","apr","tue",333,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
75,"retired","married","basic.4y","no","no","no","cellular","apr","tue",186,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
54,"management","married","university.degree","no","yes","no","cellular","apr","tue",336,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
31,"technician","single","university.degree","no","no","no","telephone","apr","tue",126,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
61,"admin.","married","university.degree","no","yes","no","cellular","apr","wed",183,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
23,"admin.","single","university.degree","no","yes","no","cellular","apr","wed",621,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
23,"admin.","single","university.degree","no","no","no","cellular","apr","wed",314,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"yes"
64,"retired","married","university.degree","no","yes","no","cellular","apr","wed",102,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
55,"admin.","married","high.school","no","no","yes","cellular","apr","wed",307,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"yes"
25,"admin.","single","high.school","no","yes","no","cellular","apr","wed",108,3,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
25,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",229,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,"yes"
52,"blue-collar","married","basic.6y","no","no","no","cellular","apr","thu",247,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,"yes"
28,"blue-collar","single","basic.9y","no","yes","no","cellular","apr","thu",106,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,"no"
85,"retired","married","basic.4y","no","yes","no","cellular","apr","thu",191,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,"no"
27,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",148,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099.1,"yes"
27,"management","married","university.degree","no","no","no","cellular","apr","mon",444,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099.1,"yes"
85,"retired","married","basic.4y","no","no","no","cellular","apr","tue",165,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.384,5099.1,"no"
31,"admin.","single","university.degree","no","yes","no","cellular","apr","tue",101,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.384,5099.1,"no"
79,"retired","married","basic.9y","no","yes","no","cellular","apr","thu",510,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
46,"admin.","married","high.school","no","no","no","telephone","apr","thu",268,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
48,"entrepreneur","married","university.degree","no","yes","no","cellular","apr","thu",62,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"no"
54,"management","married","university.degree","no","yes","no","cellular","apr","thu",85,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
24,"student","single","professional.course","no","yes","no","cellular","apr","thu",413,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
46,"admin.","married","high.school","no","yes","no","cellular","apr","thu",231,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
40,"admin.","married","university.degree","no","no","no","cellular","apr","thu",815,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
48,"entrepreneur","married","university.degree","no","no","no","cellular","apr","thu",294,2,2,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"yes"
28,"unemployed","single","basic.4y","no","yes","no","cellular","apr","thu",156,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
32,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",116,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099.1,"no"
35,"technician","married","professional.course","no","no","no","cellular","apr","thu",337,2,5,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"yes"
53,"admin.","single","university.degree","no","no","yes","cellular","apr","thu",586,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
49,"admin.","divorced","university.degree","no","no","no","cellular","apr","thu",532,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
30,"technician","married","university.degree","no","yes","yes","cellular","apr","thu",1373,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
31,"admin.","single","university.degree","no","yes","yes","cellular","apr","thu",102,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
51,"technician","divorced","high.school","no","no","yes","cellular","apr","thu",306,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
24,"student","single","high.school","no","yes","no","cellular","apr","thu",209,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
23,"student","single","high.school","no","yes","no","cellular","apr","thu",354,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
28,"admin.","married","university.degree","no","no","no","cellular","apr","thu",115,2,999,1,"failure",-1.8,93.075,-47.1,1.365,5099.1,"no"
32,"blue-collar","married","professional.course","unknown","yes","yes","cellular","apr","thu",127,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
40,"self-employed","single","university.degree","unknown","yes","yes","cellular","apr","thu",509,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"yes"
36,"entrepreneur","married","university.degree","no","no","no","telephone","may","mon",410,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes"
58,"retired","married","university.degree","no","yes","no","cellular","may","mon",45,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
30,"management","single","university.degree","no","yes","yes","cellular","may","mon",447,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes"
81,"retired","married","basic.9y","no","no","no","cellular","may","mon",170,2,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,"no"
39,"admin.","married","high.school","no","no","no","cellular","may","mon",597,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes"
35,"services","married","basic.6y","no","yes","no","cellular","may","mon",136,1,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,"no"
36,"unemployed","single","university.degree","no","yes","no","cellular","may","mon",251,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes"
50,"blue-collar","married","basic.6y","no","yes","no","cellular","may","mon",293,3,3,1,"success",-1.8,92.893,-46.2,1.354,5099.1,"yes"
